job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
4226.14,Data Analyst,Enterprise,Technology,Canada,Onsite,Senior,6.21,Bachelor,0.33,0.45,0.09,0.42,0.56,101443.8,5.89,2023.32,Medium,2.52
4023.75,Data Analyst,Medium,Finance,USA,Remote,Senior,3.67,Master,0.57,0.84,0.32,0.59,0.98,98671.72,4.95,2020.85,Low,7.28
3764.3,Machine Learning Engineer,Enterprise,E-commerce,UK,Remote,Senior,9.5,,0.43,0.22,0.76,0.76,0.9,,4.85,2022.25,Low,6.44
4409.15,Data Scientist,Startup,Technology,Australia,Onsite,Senior,6.11,Master,0.13,0.11,0.12,0.43,0.0,87934.57,6.12,2023.89,Low,7.86
2754.43,Data Analyst,,Finance,Australia,Remote,Mid,4.7,Master,0.05,0.43,0.8,0.34,0.37,142867.58,7.16,2025.26,High,6.78
3141.87,Data Scientist,Enterprise,Retail,Australia,Hybrid,Mid,10.15,Bachelor,0.65,0.55,0.12,1.15,0.69,94696.03,9.26,2023.72,Medium,4.08
5897.14,Data Scientist,Enterprise,Finance,USA,Onsite,Mid,8.53,Master,0.52,0.66,0.45,0.15,0.9,127154.77,3.96,2023.96,High,3.91
5257.34,Data Analyst,Medium,E-commerce,Australia,Onsite,Mid,1.71,Master,0.01,0.0,0.56,0.66,0.98,121475.65,7.14,2023.58,Low,3.85
6514.09,Data Scientist,Startup,Healthcare,Canada,Hybrid,Mid,9.01,Master,0.23,0.48,0.87,0.57,0.52,115909.67,7.94,2023.67,Medium,8.23
4495.75,Business Analyst,MNC,E-commerce,USA,Remote,Mid,4.46,Bachelor,0.39,0.28,0.15,0.59,0.15,119884.76,6.75,2024.58,High,6.76
6134.47,Data Scientist,Startup,Technology,Germany,Onsite,Entry,3.63,PhD,0.11,0.0,0.47,0.26,0.88,100733.76,6.62,2022.4,Medium,4.08
5935.9,AI Engineer,Enterprise,Finance,Germany,Onsite,Senior,,PhD,0.06,0.77,0.71,0.48,0.51,115260.41,8.01,2021.26,Low,6.84
3818.95,Business Analyst,,Technology,UK,Hybrid,Senior,8.18,Bachelor,0.26,0.44,0.94,0.61,0.9,98739.45,5.96,2022.76,Low,3.33
4413.38,Data Analyst,Medium,Healthcare,Singapore,Hybrid,Entry,11.02,Master,0.0,0.5,0.03,0.23,0.04,122483.8,7.68,2022.01,Medium,5.0
5916.08,Data Analyst,Startup,Education,Australia,Remote,Senior,9.11,PhD,0.82,0.45,0.61,0.56,0.8,121694.56,5.67,2021.83,Medium,6.47
3462.87,Data Scientist,,Retail,UK,Onsite,Senior,5.32,PhD,0.25,0.02,0.58,0.74,0.76,147930.08,5.11,2024.31,High,3.5
5332.2,AI Engineer,Startup,Retail,Canada,Remote,Entry,8.17,Master,1.02,0.65,0.28,0.2,0.35,84924.23,6.26,2022.13,Medium,4.98
7663.93,AI Engineer,Startup,Healthcare,Canada,Remote,Mid,6.21,,0.68,0.53,0.38,0.42,0.73,119295.43,7.1,2021.37,High,6.45
6720.07,Data Analyst,MNC,Retail,India,Onsite,Senior,6.5,Bachelor,0.57,0.46,0.29,0.16,0.14,102549.46,9.2,2022.0,High,4.65
6529.54,Data Scientist,,Technology,Singapore,Onsite,Senior,10.07,Master,0.54,0.26,0.51,0.44,0.5,108000.41,6.82,2021.03,Low,7.15
5359.34,Data Analyst,MNC,Finance,Canada,Remote,Entry,3.79,Bachelor,0.6,0.66,0.55,0.13,0.83,112609.63,8.38,2022.39,Low,5.78
5749.72,Business Analyst,MNC,E-commerce,India,Remote,Mid,8.5,PhD,0.4,1.15,0.41,0.84,1.15,93049.81,8.54,2023.33,Medium,5.38
2519.66,Machine Learning Engineer,MNC,E-commerce,Singapore,Onsite,Mid,5.8,Bachelor,0.43,0.36,0.3,0.67,1.06,89290.13,4.09,2022.9,High,3.72
5143.24,Machine Learning Engineer,Startup,Healthcare,USA,Onsite,Entry,6.49,PhD,0.91,0.21,0.12,0.65,0.29,159183.56,6.44,2023.51,Low,4.73
6879.82,AI Engineer,Enterprise,Healthcare,UK,Remote,Senior,3.49,Master,0.62,0.82,0.32,0.28,0.34,107407.77,4.99,2023.52,Medium,4.94
4998.8,Business Analyst,Enterprise,Education,Canada,Hybrid,Entry,6.12,Master,0.74,0.45,0.58,0.6,0.81,103956.75,6.23,2023.35,High,4.7
6743.85,AI Engineer,Enterprise,Retail,Australia,Hybrid,Mid,3.89,Bachelor,0.09,0.6,0.0,0.51,0.61,147381.1,6.95,2023.05,High,6.25
4219.95,Business Analyst,Startup,Healthcare,UK,Remote,Senior,6.12,Master,0.52,1.05,0.54,0.37,0.76,162136.74,6.84,2023.67,Low,3.72
4194.63,AI Engineer,Enterprise,E-commerce,UK,Onsite,Entry,5.21,PhD,0.56,0.42,0.5,0.44,0.12,135855.59,2.94,2023.45,Low,4.54
2403.92,Machine Learning Engineer,Startup,Retail,Singapore,Hybrid,Entry,4.99,Master,0.87,0.35,0.17,0.5,0.21,115763.34,7.25,2023.03,Low,6.1
6814.03,Data Scientist,Startup,E-commerce,UK,Hybrid,Senior,10.13,Master,0.16,0.78,0.02,1.19,0.81,95697.67,7.19,2025.47,Low,4.61
4366.04,Data Scientist,Enterprise,Technology,Australia,Remote,Entry,,Master,1.06,0.85,0.41,0.6,1.02,107534.27,10.16,2020.79,Medium,3.47
5761.94,Data Analyst,Startup,Retail,UK,Hybrid,Entry,6.77,Master,0.78,0.28,0.45,0.23,0.1,102633.55,7.6,2023.67,High,5.14
5991.47,Machine Learning Engineer,MNC,Retail,Singapore,Remote,Senior,5.22,,0.24,0.33,0.46,0.52,0.24,131360.03,9.75,2024.27,Low,1.09
7275.98,Data Engineer,Medium,Technology,Canada,Hybrid,Entry,4.82,Bachelor,0.87,0.37,0.81,0.91,0.63,101103.65,5.29,2022.19,Medium,7.01
6008.72,Data Analyst,Startup,Retail,India,Onsite,Mid,2.85,PhD,0.28,0.74,0.78,0.85,0.07,114283.69,7.03,2022.07,High,5.79
5187.53,Business Analyst,Enterprise,E-commerce,Singapore,Onsite,Entry,5.97,PhD,0.42,0.5,0.78,0.38,0.54,123245.68,5.03,2021.96,Medium,3.27
7258.57,Data Analyst,Enterprise,Healthcare,Australia,Hybrid,Senior,5.13,Master,0.39,0.59,0.69,0.79,0.64,128432.04,9.51,2020.74,Low,5.41
5083.89,Data Engineer,MNC,Education,Australia,Onsite,Entry,5.59,PhD,0.28,0.05,0.68,0.21,0.92,111337.67,6.45,2025.6,Low,4.03
6139.97,Data Scientist,Startup,Technology,USA,Remote,Senior,6.3,Master,0.33,0.32,0.85,0.49,0.4,121441.53,9.99,2023.6,Low,3.05
6779.76,Business Analyst,Startup,Retail,Singapore,Remote,Entry,9.39,PhD,0.56,0.77,0.68,0.07,,117905.94,3.73,2024.64,High,5.65
8313.49,Data Analyst,Medium,Retail,Germany,Remote,Entry,4.51,PhD,0.86,0.78,0.33,0.84,0.13,120508.13,6.83,2024.02,High,4.33
5086.68,Business Analyst,Enterprise,Retail,Canada,Onsite,Senior,8.54,PhD,0.33,0.59,0.0,0.71,0.34,141033.27,5.4,2024.76,Low,3.77
4536.08,Data Engineer,Startup,E-commerce,Germany,Hybrid,Mid,7.86,Master,0.51,1.04,0.26,1.24,0.22,123303.59,5.52,2021.9,High,3.0
5452.13,AI Engineer,MNC,Education,Australia,Onsite,Mid,12.8,PhD,0.66,0.44,0.58,0.13,0.04,127925.13,9.84,2023.77,Medium,3.79
5482.75,Machine Learning Engineer,Medium,Retail,Germany,Onsite,Senior,,Master,0.46,0.31,0.16,0.22,0.59,,8.86,2021.92,High,4.24
4868.03,AI Engineer,MNC,Finance,UK,Onsite,Senior,,PhD,0.75,0.04,0.53,0.58,0.82,143168.69,4.79,2020.06,Medium,6.64
5522.2,AI Engineer,MNC,Healthcare,UK,Hybrid,Senior,11.12,Master,0.5,0.5,0.55,0.82,0.12,133424.25,8.98,2022.89,Medium,3.79
5879.7,Data Analyst,MNC,Technology,USA,Hybrid,Senior,5.84,Master,0.45,0.0,0.56,0.57,0.62,118149.6,7.86,2023.51,Medium,5.19
4092.77,Data Analyst,Enterprise,Finance,Singapore,Remote,Mid,11.88,Bachelor,0.62,0.71,0.46,0.15,0.52,101920.03,4.9,2023.5,Low,5.83
5785.59,AI Engineer,Medium,E-commerce,UK,Remote,Mid,6.24,Bachelor,0.79,0.61,0.56,0.0,0.18,83831.32,9.89,2023.96,Low,4.3
4890.84,Business Analyst,,Retail,Singapore,Remote,Senior,7.56,PhD,0.84,0.09,0.4,0.19,0.48,114741.99,7.5,2024.24,Medium,4.22
6150.9,Data Scientist,Medium,Finance,USA,Onsite,Mid,5.31,Bachelor,0.7,0.92,0.0,0.88,1.1,132869.51,5.75,2022.69,High,6.9
3648.4,AI Engineer,Startup,Technology,Singapore,Onsite,Mid,6.53,Bachelor,0.63,0.12,0.0,0.34,0.29,65863.89,5.99,2022.55,High,4.48
1160.54,Data Engineer,Enterprise,Healthcare,UK,Remote,Senior,8.45,Bachelor,0.05,0.18,0.12,0.08,0.84,145764.78,4.27,2024.05,High,6.53
6124.76,Data Scientist,Medium,Retail,Australia,Hybrid,Mid,8.37,Bachelor,0.58,0.46,0.21,0.09,0.3,138674.21,6.0,2022.62,High,4.97
6236.61,Data Engineer,Startup,Education,Singapore,Hybrid,Senior,9.04,PhD,0.79,0.21,0.44,0.38,0.32,133003.16,10.23,2023.09,Medium,5.98
4464.54,Data Analyst,Medium,Finance,India,Remote,Entry,11.62,Bachelor,0.29,0.44,1.26,0.12,0.53,137642.67,3.12,2022.66,Low,5.66
4291.38,Data Scientist,Medium,Retail,UK,Onsite,Mid,7.48,Master,0.0,0.52,0.59,0.06,0.66,80622.1,8.72,2021.65,Low,2.2
6294.62,Machine Learning Engineer,MNC,Technology,Germany,Remote,Senior,7.67,Master,0.49,0.04,0.51,0.58,0.48,91285.47,3.51,2021.62,Medium,4.15
4430.54,Business Analyst,Startup,Education,Australia,Remote,Entry,4.62,PhD,1.12,0.22,0.83,0.68,0.58,88632.66,9.94,2023.68,Low,4.51
5183.22,Machine Learning Engineer,MNC,Technology,India,Remote,Entry,9.07,PhD,0.27,0.51,0.44,0.85,0.67,86075.79,5.11,2022.12,High,5.33
5562.42,Data Scientist,Startup,Retail,USA,Remote,Mid,10.13,Master,0.76,0.03,0.35,0.51,0.57,117219.36,4.16,2021.29,High,6.55
3542.11,Data Scientist,Enterprise,Finance,Germany,Onsite,Senior,8.46,PhD,1.09,0.36,0.62,0.38,0.05,117879.92,4.58,2024.67,High,5.1
3568.3,Data Scientist,MNC,Finance,Germany,Onsite,Mid,8.04,Bachelor,0.66,0.69,0.91,0.6,0.2,103278.3,4.2,2025.26,High,6.72
5126.57,Machine Learning Engineer,Enterprise,Finance,Canada,Onsite,Senior,4.29,Master,0.51,0.8,0.69,0.75,1.29,98127.06,8.09,2024.04,High,4.47
4927.59,Data Scientist,Enterprise,Education,Singapore,Onsite,Senior,4.47,Bachelor,0.85,0.29,0.47,0.44,0.78,132419.19,8.01,2022.98,Low,3.11
4955.05,Data Engineer,Enterprise,E-commerce,UK,Remote,Senior,9.99,Master,0.43,0.63,0.26,0.94,0.77,114154.66,2.32,2022.43,Low,2.96
5666.06,Data Scientist,Medium,Technology,Australia,Remote,Senior,7.03,Bachelor,0.33,0.39,0.75,0.0,0.34,151940.21,7.82,2023.81,High,4.92
8963.88,Machine Learning Engineer,Medium,Technology,Singapore,Hybrid,Senior,2.78,Bachelor,0.79,0.17,0.62,0.5,0.47,114581.28,6.96,2023.66,Medium,4.2
5170.16,Data Analyst,Startup,Retail,India,Onsite,Entry,5.58,Master,0.1,0.0,0.33,0.28,0.84,135549.87,8.1,2022.91,High,5.06
6687.5,Data Scientist,Medium,Technology,Canada,Hybrid,Mid,,Bachelor,0.05,0.6,1.09,0.09,0.0,130311.19,6.23,2024.26,High,5.29
5437.77,Data Scientist,Startup,Retail,Germany,Onsite,Entry,4.65,Bachelor,0.42,0.0,0.55,0.13,0.66,116299.38,4.98,2023.26,Medium,4.38
6121.36,Business Analyst,Startup,Healthcare,India,Remote,Entry,9.42,PhD,0.69,0.51,1.0,0.53,0.11,111554.05,7.78,2024.79,Medium,3.61
1815.81,AI Engineer,MNC,Retail,Singapore,Remote,Mid,6.81,Bachelor,0.18,0.32,0.46,0.6,0.84,110871.67,8.55,2024.08,Medium,6.26
3802.47,Data Analyst,Startup,Finance,Singapore,Onsite,Entry,6.16,Bachelor,0.82,0.48,0.58,0.47,1.06,107947.69,1.76,2022.04,Medium,3.44
3654.78,Data Scientist,Medium,E-commerce,Germany,Hybrid,Entry,6.77,Bachelor,0.61,0.44,0.6,0.67,0.54,84802.94,5.97,2024.54,High,5.31
9287.38,Business Analyst,Medium,Technology,UK,Hybrid,Senior,4.59,PhD,0.59,0.55,0.46,0.14,0.35,148596.68,8.76,2022.26,High,3.88
4779.36,Machine Learning Engineer,Startup,E-commerce,USA,Hybrid,Entry,7.33,,0.15,0.5,0.78,0.46,0.03,114453.8,5.86,2022.78,High,4.34
3649.44,Machine Learning Engineer,Enterprise,Healthcare,India,Remote,Entry,5.01,Bachelor,1.1,0.71,0.27,0.45,0.15,112332.58,7.28,2024.71,Medium,3.64
3265.77,Business Analyst,Startup,Retail,Canada,Hybrid,Entry,2.5,Master,0.56,0.55,0.55,0.61,0.54,96829.96,4.77,2023.17,Medium,4.06
6027.02,Data Scientist,MNC,Technology,Singapore,Remote,Mid,1.15,Bachelor,0.07,0.74,0.44,0.19,0.96,,6.32,2023.33,Medium,4.73
3846.32,Business Analyst,Enterprise,Finance,India,Hybrid,Entry,5.3,Bachelor,0.44,0.69,0.39,0.24,0.77,102970.74,7.95,2021.87,Low,4.0
4388.71,AI Engineer,Enterprise,Technology,Australia,Onsite,Entry,6.94,PhD,0.16,0.65,0.66,0.58,0.78,98687.73,4.76,2022.53,Low,3.3
6915.15,Data Analyst,MNC,Finance,Australia,Onsite,Senior,9.4,PhD,0.27,0.22,0.51,0.39,1.36,103365.88,7.1,2021.02,Low,6.75
2492.14,AI Engineer,Enterprise,Education,Australia,Onsite,Mid,3.79,PhD,0.44,0.23,1.11,0.36,0.39,95932.54,6.92,2022.43,Low,4.99
4867.89,AI Engineer,Medium,Technology,Canada,Onsite,Entry,12.63,Bachelor,0.39,0.5,0.92,0.27,0.52,110006.3,6.88,2024.4,High,5.2
6033.76,Data Scientist,MNC,Finance,Canada,Onsite,Entry,4.43,PhD,0.32,0.52,0.73,0.67,0.9,94838.91,5.34,2023.89,Medium,4.56
4999.73,Data Analyst,Startup,Education,Singapore,Hybrid,Senior,10.71,,0.83,0.39,0.35,0.46,0.5,134679.4,7.04,2022.54,Low,4.74
4240.31,Data Analyst,Enterprise,Finance,India,Hybrid,Senior,6.81,Bachelor,0.71,0.27,0.66,0.09,1.0,97493.43,4.76,2022.32,High,4.1
3411.36,Data Engineer,Medium,Healthcare,India,Onsite,Senior,8.84,Bachelor,0.63,0.34,0.59,0.4,0.95,81810.64,8.15,2021.73,Low,4.71
2287.59,AI Engineer,,Education,India,Remote,Senior,10.69,Master,0.43,0.8,0.26,0.56,0.23,99649.03,6.2,2023.68,High,2.34
6453.06,Business Analyst,MNC,Education,Germany,Hybrid,Senior,6.39,Master,0.0,0.55,0.96,0.44,0.51,136274.72,5.78,2023.15,Medium,4.72
5103.85,AI Engineer,,E-commerce,India,Onsite,Senior,5.36,PhD,0.05,0.48,0.52,0.47,0.6,93752.82,6.94,2023.74,High,4.82
8851.29,Business Analyst,Medium,Finance,Germany,Remote,Senior,3.66,PhD,0.16,0.27,0.46,1.17,0.08,124303.56,5.29,2021.23,Medium,4.32
8490.5,Data Scientist,Medium,Retail,UK,Hybrid,Entry,4.37,PhD,0.5,0.0,0.69,0.46,1.05,111722.22,4.27,2023.65,High,5.28
2724.15,Data Scientist,Medium,Technology,Canada,Remote,Entry,3.8,PhD,0.66,0.12,0.49,0.74,0.28,94384.89,6.08,2022.31,High,3.85
6907.52,Data Scientist,Startup,Healthcare,Singapore,Hybrid,Senior,10.24,Master,0.83,0.36,0.75,0.0,1.17,123928.65,5.97,2021.46,Medium,6.86
5145.52,Machine Learning Engineer,MNC,Healthcare,Singapore,Hybrid,Senior,4.14,PhD,0.38,0.33,0.79,0.22,0.18,106103.43,6.04,2023.8,Medium,5.28
929.93,Data Analyst,Startup,Retail,India,Hybrid,Senior,1.06,,0.54,0.4,0.89,0.8,0.74,152405.9,7.18,2022.98,Medium,7.14
9628.42,Machine Learning Engineer,Startup,Technology,Australia,Onsite,Entry,4.56,Bachelor,0.19,0.04,0.63,0.88,0.85,142979.97,6.59,2023.76,Medium,2.9
7595.44,Data Engineer,Enterprise,Technology,Singapore,Onsite,Senior,6.93,Master,0.36,0.11,1.1,0.36,0.34,147500.18,6.78,2022.77,Medium,4.51
6423.46,Machine Learning Engineer,Startup,Technology,India,Remote,Mid,3.14,Master,0.92,0.72,0.86,0.71,0.08,113494.74,3.78,2022.28,High,4.89
7839.81,Business Analyst,Enterprise,Retail,Canada,Hybrid,Entry,10.58,Master,0.23,0.42,0.38,0.3,0.0,119717.44,7.89,2021.36,Low,1.92
1941.02,AI Engineer,,Healthcare,Singapore,Hybrid,Mid,4.62,Bachelor,0.58,0.31,0.27,0.43,0.0,106956.42,4.13,2021.45,High,5.15
537.73,Data Engineer,Enterprise,Education,Singapore,Remote,Entry,3.55,Bachelor,0.45,0.6,0.67,0.63,0.0,109913.29,7.71,2025.45,High,1.83
2398.22,Machine Learning Engineer,Enterprise,Education,USA,Hybrid,Entry,3.64,Master,0.51,0.29,0.62,0.34,,94047.23,10.15,2023.45,Medium,4.44
7065.12,Data Scientist,Enterprise,Technology,Singapore,Onsite,Entry,9.23,Bachelor,0.17,0.58,0.4,0.36,0.92,112077.63,7.87,2024.33,Medium,3.86
6461.49,Machine Learning Engineer,Medium,E-commerce,Germany,Hybrid,Senior,7.13,Bachelor,0.21,0.65,0.5,0.45,0.86,122859.64,9.1,2024.2,High,4.51
6859.08,Business Analyst,Medium,Technology,Singapore,Hybrid,Senior,6.45,PhD,0.96,0.15,0.57,0.32,0.96,103842.29,7.37,2021.57,Medium,5.27
4327.31,Data Analyst,Medium,Education,Canada,Hybrid,Mid,5.3,Bachelor,0.57,0.83,0.39,1.01,0.71,106357.38,5.32,2026.33,Medium,3.29
5953.68,Data Analyst,Enterprise,Technology,India,Hybrid,Mid,4.48,Master,0.56,0.77,0.53,0.48,0.82,115762.6,6.28,2025.37,Low,4.83
4113.8,AI Engineer,MNC,Healthcare,UK,Remote,Mid,12.18,PhD,0.5,1.03,0.3,0.45,0.23,147813.33,3.97,2024.28,Medium,6.66
4531.6,Data Scientist,Medium,Finance,India,Hybrid,Mid,7.33,PhD,0.95,0.6,0.62,0.53,1.06,117526.14,7.72,2020.96,Medium,6.02
8613.26,Data Analyst,MNC,Finance,India,Hybrid,Entry,5.12,Master,0.66,0.2,0.68,0.84,0.24,140116.36,9.0,2023.52,Low,2.77
6079.57,Machine Learning Engineer,,Retail,Canada,Onsite,Entry,8.24,Master,0.54,0.56,0.58,0.3,0.54,,5.45,2023.09,High,4.35
2238.39,Business Analyst,Enterprise,E-commerce,India,Remote,Entry,6.05,PhD,0.0,0.38,0.51,0.36,0.87,96379.84,4.84,2023.55,Low,4.8
2683.7,Machine Learning Engineer,Medium,E-commerce,UK,Hybrid,Entry,11.32,Master,0.75,1.29,0.56,0.43,0.06,116101.01,7.15,2022.94,Low,3.2
3546.1,Data Analyst,Medium,Finance,Singapore,Remote,Mid,12.31,PhD,0.52,0.03,0.11,0.08,0.82,115208.01,4.78,2020.35,Medium,4.66
1974.77,Data Scientist,MNC,Healthcare,India,Onsite,Entry,4.81,PhD,0.42,0.62,0.4,0.5,0.68,134712.05,8.32,2022.87,High,5.5
5463.79,Data Scientist,Medium,Finance,India,Onsite,Entry,9.08,Master,0.96,0.59,0.45,0.47,0.15,109225.47,10.83,2022.13,Low,3.54
6874.14,AI Engineer,Medium,Finance,Australia,Hybrid,Mid,6.33,PhD,1.18,0.63,0.87,0.64,0.19,,5.65,2022.22,Medium,4.91
3298.32,Data Analyst,Startup,Technology,USA,Onsite,Mid,9.21,PhD,0.9,0.3,0.35,0.11,,98401.96,4.75,2022.1,Medium,6.93
4592.97,Data Engineer,Startup,Technology,Australia,Hybrid,Entry,2.49,Master,0.52,0.45,0.84,0.69,0.8,97620.53,12.65,2022.89,High,3.56
7818.95,Data Scientist,Startup,Finance,UK,Onsite,Senior,5.55,Master,0.68,0.51,0.14,0.68,0.85,113844.56,7.43,2025.02,Medium,6.21
5716.21,Business Analyst,Enterprise,Technology,Canada,Onsite,Entry,9.64,PhD,0.82,0.02,0.38,0.21,0.65,125100.9,9.07,2024.98,Medium,4.87
9684.73,Data Analyst,Medium,Retail,USA,Remote,Entry,4.83,PhD,0.43,0.73,0.56,0.65,0.17,,5.27,2023.3,High,7.21
4337.46,Data Engineer,Medium,E-commerce,India,Onsite,Mid,6.79,,0.62,0.19,0.55,0.65,,107572.67,5.48,2025.22,Medium,4.31
5606.47,Machine Learning Engineer,Enterprise,Education,Australia,Remote,Entry,6.34,Bachelor,0.79,1.11,0.18,0.58,0.1,107603.72,9.02,2023.94,Low,3.13
3806.93,Data Scientist,Startup,Technology,UK,Hybrid,Entry,5.4,Master,0.37,0.95,0.44,0.8,0.48,153578.87,6.33,2021.92,High,1.97
6189.3,Business Analyst,Startup,Healthcare,Singapore,Onsite,Mid,9.14,PhD,0.49,0.44,0.41,0.65,1.19,,5.43,2021.29,High,4.75
6870.36,Machine Learning Engineer,MNC,E-commerce,Singapore,Remote,Senior,11.6,Bachelor,0.9,0.72,0.36,0.71,1.22,95975.26,5.32,2025.12,Medium,3.95
5840.3,Data Scientist,,Technology,Germany,Onsite,Entry,11.37,PhD,0.58,0.37,0.65,0.43,0.75,129098.26,5.8,2024.48,Medium,7.9
5788.8,Business Analyst,,Healthcare,UK,Hybrid,Mid,3.82,Master,0.48,0.39,0.52,0.54,0.78,118179.6,7.27,2023.04,Medium,7.0
3659.61,Data Engineer,MNC,Retail,USA,Remote,Entry,8.97,PhD,0.62,0.29,0.55,0.09,0.51,129113.79,7.79,2023.59,High,5.8
2965.57,Data Scientist,MNC,E-commerce,Germany,Hybrid,Senior,6.63,Master,0.45,0.48,0.05,0.41,0.0,116221.94,5.52,2022.77,High,6.92
4212.24,Data Analyst,Medium,E-commerce,Australia,Remote,Senior,4.48,Bachelor,0.2,0.86,0.83,0.38,0.5,117117.12,7.4,2021.47,Low,4.84
6041.06,Data Analyst,Medium,Technology,Germany,Hybrid,Entry,3.39,Master,0.2,0.4,0.52,0.57,0.27,128808.87,3.7,2023.0,High,4.93
3899.22,Machine Learning Engineer,Medium,Healthcare,UK,Remote,Entry,6.79,Bachelor,1.22,0.46,0.47,0.15,0.55,143028.5,3.82,2024.14,Medium,5.96
5993.67,AI Engineer,Startup,Finance,Singapore,Remote,Senior,9.76,PhD,0.27,0.41,0.5,0.75,0.31,98075.72,6.96,2022.58,High,6.03
6843.72,Data Scientist,Enterprise,Finance,Singapore,Hybrid,Senior,,Bachelor,0.45,0.55,0.61,0.62,0.6,116815.16,8.93,2024.62,High,5.4
5910.86,Machine Learning Engineer,MNC,E-commerce,USA,Onsite,Entry,4.59,PhD,0.32,0.31,0.88,0.29,0.27,,3.02,2023.12,High,4.71
7351.7,Business Analyst,Medium,Healthcare,USA,Hybrid,Entry,8.5,PhD,0.0,0.12,0.37,0.13,1.05,134555.78,12.02,2019.06,High,5.26
7407.44,AI Engineer,Enterprise,Finance,Canada,Remote,Entry,8.17,PhD,0.4,0.69,0.75,0.34,0.62,116928.06,6.95,2022.92,High,3.97
5331.85,AI Engineer,Medium,Finance,USA,Remote,Entry,6.36,Master,0.46,0.0,0.62,0.45,0.59,124497.74,5.68,2024.38,Low,6.23
6686.92,Data Analyst,Medium,E-commerce,Germany,Remote,Entry,4.48,Bachelor,0.0,0.92,0.37,0.0,0.25,79279.55,8.44,2022.46,Low,5.87
4543.5,Data Scientist,Enterprise,E-commerce,Germany,Remote,Senior,3.78,PhD,1.22,0.6,0.97,0.21,0.22,118374.98,6.83,2022.05,Low,5.5
4534.29,Machine Learning Engineer,Medium,Technology,USA,Remote,Mid,8.85,Master,0.04,0.54,0.69,0.72,,114677.43,5.69,2022.7,Low,6.27
4058.52,Data Engineer,MNC,Education,Australia,Remote,Entry,4.99,Bachelor,0.74,0.8,0.63,0.53,0.63,82021.54,4.21,2021.78,High,4.38
4774.48,Machine Learning Engineer,Startup,E-commerce,USA,Hybrid,Senior,10.78,Bachelor,0.0,0.86,0.28,0.35,0.53,117638.92,6.62,2021.63,Medium,6.48
6823.05,Machine Learning Engineer,Startup,Technology,Singapore,Hybrid,Entry,0.0,Master,0.15,1.01,0.35,0.17,0.78,125837.7,9.26,2022.68,High,2.91
3600.98,Data Analyst,Startup,E-commerce,UK,Hybrid,Mid,7.28,Master,0.85,0.24,1.0,0.42,0.7,88919.59,4.1,2021.45,Medium,4.21
4454.89,AI Engineer,Medium,E-commerce,UK,Onsite,Senior,2.89,Bachelor,0.28,0.47,0.82,0.46,0.31,104071.17,4.73,2024.95,Medium,3.26
2046.15,Data Scientist,Enterprise,Technology,USA,Hybrid,Mid,10.44,Master,0.33,0.0,0.79,0.77,0.34,129261.06,4.09,2024.03,Low,3.76
7516.46,Data Analyst,Startup,Education,Germany,Onsite,Mid,4.4,Bachelor,0.73,0.35,0.16,0.98,0.83,126456.8,9.93,2022.34,Low,3.4
4925.67,Machine Learning Engineer,Startup,Technology,Germany,Remote,Entry,8.59,Bachelor,0.57,0.62,0.67,0.71,0.74,108460.08,5.84,2022.77,Low,5.48
6080.61,Data Engineer,Enterprise,Healthcare,Canada,Onsite,Senior,5.17,Master,0.0,0.36,0.68,0.96,0.63,104596.19,8.18,2022.02,High,4.18
3387.63,AI Engineer,Startup,Education,USA,Onsite,Entry,6.97,PhD,0.45,0.6,0.24,0.96,0.19,109799.35,7.05,2025.05,Medium,6.18
6863.93,Data Engineer,Enterprise,Finance,Germany,Onsite,Senior,5.38,Bachelor,0.49,1.04,0.0,0.28,1.11,71828.68,6.29,2024.17,Low,4.53
2305.34,Data Engineer,MNC,E-commerce,UK,Onsite,Senior,4.88,PhD,0.0,0.27,0.03,0.99,0.0,97602.53,6.04,2023.04,Low,5.6
3631.41,Business Analyst,Startup,Technology,Canada,Hybrid,Senior,8.0,PhD,0.71,0.43,0.0,0.82,0.46,109657.71,8.97,2024.53,High,6.48
2398.15,AI Engineer,Enterprise,Technology,UK,Remote,Senior,9.59,PhD,0.78,0.0,0.64,0.74,0.19,135084.55,9.96,2021.41,Medium,2.08
4264.37,Business Analyst,MNC,Education,Germany,Hybrid,Entry,7.66,Master,0.2,0.63,0.63,0.49,0.28,129003.65,7.36,2023.21,Low,2.51
7531.88,Data Analyst,MNC,Retail,Canada,Remote,Mid,4.31,Bachelor,0.84,0.0,0.75,0.0,,132134.96,4.44,2024.37,Medium,4.86
4534.05,Machine Learning Engineer,MNC,Technology,Germany,Onsite,Senior,12.07,Bachelor,0.58,0.22,0.43,0.21,0.61,140623.94,10.81,2023.25,Low,5.56
3135.43,AI Engineer,Enterprise,Retail,India,Onsite,Mid,11.17,PhD,0.75,0.56,0.0,1.48,0.56,95827.69,4.01,2022.97,Low,4.05
3205.05,Data Scientist,Enterprise,Technology,Canada,Onsite,Senior,10.46,PhD,0.5,0.69,0.17,0.37,0.67,123452.01,5.32,2021.42,Medium,5.44
